time,apple_value,apple_volume,microsoft_value,microsoft_volume,walmart_value,walmart_volume,McDonalds_value,McDonalds_volume,tesla_value,tesla_volume,meta_value,meta_volume,bilibili_value,bilibili_volume,intel_value,intel_volume,amazon_value,amazon_volume,nvidia_value,nvidia_volume,IBM_value,IBM_volume,shopify_value,shopify_volume,telus_value,telus_volume,honda_value,honda_volume,general-motors_value,general-motors_volume,toyota_value,toyota_volume,ford_value,ford_volume,sony_value,sony_volume,dell_value,dell_volume,netflix_value,netflix_volume,alphabet_value,alphabet_volume,spotify_value,spotify_volume,roku_value,roku_volume,disney_value,disney_volume,paramount_value,paramount_volume,door-dash_value,door-dash_volume,zoom_value,zoom_volume,black-rock_value,black-rock_volume,shell_value,shell_volume,general-electric_value,general-electric_volume,phizer_value,phizer_volume,costco_value,costco_volume,boeing_value,boeing_volume,target_value,target_volume,snap_value,snap_volume,pintrest_value,pintrest_volume,warner-bros_value,warner-bros_volume,best-buy_value,best-buy_volume,cloudflare_value,cloudflare_volume,datadog_value,datadog_volume,crowdstrike-holdings_value,crowdstrike-holdings_volume,snowflake_value,snowflake_volume,gitlab_value,gitlab_volume,zscaler_value,zscaler_volume,fastly_value,fastly_volume,okta_value,okta_volume,duolingo_value,duolingo_volume,nike_value,nike_volume,visa_value,visa_volume,mastercard_value,mastercard_volume,paypal_value,paypal_volume,saleforce_value,saleforce_volume,american-express_value,american-express_volume,adobe_value,adobe_volume,caterpiller_value,caterpiller_volume,servicenow_value,servicenow_volume,workday_value,workday_volume,autodesk_value,autodesk_volume,atlassian_value,atlassian_volume,hasbro_value,hasbro_volume,mattel_value,mattel_volume,bp_value,bp_volume,exxon-mobile_value,exxon-mobile_volume,J-and-J_value,J-and-J_volume,chevron_value,chevron_volume,suncor_value,suncor_volume,amgen_value,amgen_volume,biogen_value,biogen_volume,regeneron-pharmaceuticals_value,regeneron-pharmaceuticals_volume,vertex-pharmaceuticals_value,vertex-pharmaceuticals_volume,madrigal-pharmaceuticals_value,madrigal-pharmaceuticals_volume,biomarin-pharmaceuticals_value,biomarin-pharmaceuticals_volume,incyte_value,incyte_volume,exelixis_value,exelixis_volume,new-york-times_value,new-york-times_volume
02.01.1962,,,,,,,,,,,,,,,,,,,,,6.845124,6087720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667890,4557859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1962,,,,,,,,,,,,,,,,,,,,,6.790950,5687625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.808631,4625005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1962,,,,,,,,,,,,,,,,,,,,,5.787126,13516935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.284764,5507480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.1962,,,,,,,,,,,,,,,,,,,,,5.003187,51659325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.112747,9710430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.1962,,,,,,,,,,,,,,,,,,,,,4.324410,71679765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.721802,8046196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.1962,,,,,,,,,,,,,,,,,,,,,4.933078,43014135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.151842,5581017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.1962,,,,,,,,,,,,,,,,,,,,,5.050988,43351470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.284764,5197336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.01.1962,,,,,,,,,,,,,,,,,,,,,4.506055,34800420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.995464,4372411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.1962,,,,,,,,,,,,,,,,,,,,,4.410453,45014610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.237850,5689733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1962,,,,,,,,,,,,,,,,,,,,,5.079669,38424810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.675709,5903953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.1962,,,,,,,,,,,,,,,,,,,,,4.971319,22978005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800812,4666572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.1963,,,,,,,,,,,,,,,,,,,,,5.401530,29920830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.894639,6039845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.1963,,,,,,,,,,,,,,,,,,,,,5.095602,13854270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.550606,3908792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1963,,,,,,,,,,,,,,,,,,,,,5.366475,12771660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667890,3991924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1963,,,,,,,,,,,,,,,,,,,,,5.911409,19118265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.925914,6217297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.1963,,,,,,,,,,,,,,,,,,,,,6.083493,11987160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.254309,6134166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.1963,,,,,,,,,,,,,,,,,,,,,5.560867,13516935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.941552,3785693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.1963,,,,,,,,,,,,,,,,,,,,,5.538560,17596335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.886820,3843244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.1963,,,,,,,,,,,,,,,,,,,,,5.669216,14591700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.097930,3449969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.01.1963,,,,,,,,,,,,,,,,,,,,,5.761632,19008435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.965009,4839230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.1963,,,,,,,,,,,,,,,,,,,,,6.297004,25629615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.238671,5739288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1963,,,,,,,,,,,,,,,,,,,,,6.185468,13140375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.160482,3953555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.1963,,,,,,,,,,,,,,,,,,,,,6.462715,13697370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.449781,5889567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.1964,,,,,,,,,,,,,,,,,,,,,6.908859,23401635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.496695,4751304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.1964,,,,,,,,,,,,,,,,,,,,,7.253027,11900865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.355954,4482721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1964,,,,,,,,,,,,,,,,,,,,,7.574888,12340185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.457600,7008648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1964,,,,,,,,,,,,,,,,,,,,,7.268961,13446330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.152663,5302851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.1964,,,,,,,,,,,,,,,,,,,,,7.648184,11055174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.066655,5886368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.1964,,,,,,,,,,,,,,,,,,,,,7.600382,9049992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.988466,6637751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.1964,,,,,,,,,,,,,,,,,,,,,7.361377,9734076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.215214,7892723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.1964,,,,,,,,,,,,,,,,,,,,,7.018802,12112680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.254309,5816027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.01.1964,,,,,,,,,,,,,,,,,,,,,6.955067,12382548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.590522,5715308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.1964,,,,,,,,,,,,,,,,,,,,,6.692161,7970520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.473238,4832834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1964,,,,,,,,,,,,,,,,,,,,,6.572658,8886816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.793813,5728098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.1964,,,,,,,,,,,,,,,,,,,,,6.524857,8792676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.832908,5296452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.1965,,,,,,,,,,,,,,,,,,,,,7.146272,11842812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.216035,6297233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.1965,,,,,,,,,,,,,,,,,,,,,7.261791,8334528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.247310,6377166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1965,,,,,,,,,,,,,,,,,,,,,7.237890,7568856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.223854,5918345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1965,,,,,,,,,,,,,,,,,,,,,7.727852,6721596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.520972,4334043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.1965,,,,,,,,,,,,,,,,,,,,,7.616316,5981028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.466240,3971143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.1965,,,,,,,,,,,,,,,,,,,,,7.297642,15175368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.997105,7317195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.1965,,,,,,,,,,,,,,,,,,,,,7.632250,8303148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.294224,4490712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.1965,,,,,,,,,,,,,,,,,,,,,7.950924,9809388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.544429,4602622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.01.1965,,,,,,,,,,,,,,,,,,,,,8.166029,7619064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.318501,6717688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.1965,,,,,,,,,,,,,,,,,,,,,8.492670,7405680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.396690,5814430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1965,,,,,,,,,,,,,,,,,,,,,8.365201,4788588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.115209,4680959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.1965,,,,,,,,,,,,,,,,,,,,,7.950924,13537332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.381052,6055830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.1966,,,,,,,,,,,,,,,,,,,,,7.903123,13254912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.177761,4954333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.1966,,,,,,,,,,,,,,,,,,,,,8.205864,8403564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.818091,5947120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1966,,,,,,,,,,,,,,,,,,,,,8.221797,9583452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.849366,7509038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1966,,,,,,,,,,,,,,,,,,,,,8.883047,7675548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.185580,5734494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.1966,,,,,,,,,,,,,,,,,,,,,8.669933,10993460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.513153,5488298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.1966,,,,,,,,,,,,,,,,,,,,,8.377151,14392960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.638256,4936749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.1966,,,,,,,,,,,,,,,,,,,,,8.144120,6309472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.973648,5205328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.1966,,,,,,,,,,,,,,,,,,,,,7.660134,10916056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.316860,9334740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.01.1966,,,,,,,,,,,,,,,,,,,,,7.588432,10506024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.316860,9815944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.1966,,,,,,,,,,,,,,,,,,,,,7.934990,12070840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.965829,7433898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1966,,,,,,,,,,,,,,,,,,,,,8.986616,10539496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.130027,5908752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.1966,,,,,,,,,,,,,,,,,,,,,8.879063,7296896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.535789,8549784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.1967,,,,,,,,,,,,,,,,,,,,,9.548279,11129440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.496695,9470626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.1967,,,,,,,,,,,,,,,,,,,,,10.277247,7070960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.395049,9358720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1967,,,,,,,,,,,,,,,,,,,,,10.779159,7376392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.309041,11395446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1967,,,,,,,,,,,,,,,,,,,,,11.866635,8606488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.934554,11312316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.1967,,,,,,,,,,,,,,,,,,,,,11.143642,8506072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.379411,8522605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.1967,,,,,,,,,,,,,,,,,,,,,11.890535,10062520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.434143,8508220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.1967,,,,,,,,,,,,,,,,,,,,,12.135516,6535408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.755540,11326704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.01.1967,,,,,,,,,,,,,,,,,,,,,11.944312,5895256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.833729,8365933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.01.1967,,,,,,,,,,,,,,,,,,,,,13.103489,7384760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.013564,5382782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01.1967,,,,,,,,,,,,,,,,,,,,,14.184990,6974728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.630437,6212500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1967,,,,,,,,,,,,,,,,,,,,,14.627151,9920264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.513153,8089359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.1967,,,,,,,,,,,,,,,,,,,,,14.985660,6807368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.004924,10167655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.01.1968,,,,,,,,,,,,,,,,,,,,,14.208891,10861664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.496695,8281203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.1968,,,,,,,,,,,,,,,,,,,,,13.862333,11108520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.434143,7459480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.01.1968,,,,,,,,,,,,,,,,,,,,,14.639101,12464136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.402868,6875957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.1968,,,,,,,,,,,,,,,,,,,,,16.192638,11627336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.997105,9675257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
