time,apple_value,apple_volume,microsoft_value,microsoft_volume,walmart_value,walmart_volume,McDonalds_value,McDonalds_volume,tesla_value,tesla_volume,meta_value,meta_volume,bilibili_value,bilibili_volume,intel_value,intel_volume,amazon_value,amazon_volume,nvidia_value,nvidia_volume,IBM_value,IBM_volume,shopify_value,shopify_volume,telus_value,telus_volume,honda_value,honda_volume,general-motors_value,general-motors_volume,toyota_value,toyota_volume,ford_value,ford_volume,sony_value,sony_volume,dell_value,dell_volume,netflix_value,netflix_volume,alphabet_value,alphabet_volume,spotify_value,spotify_volume,roku_value,roku_volume,disney_value,disney_volume,paramount_value,paramount_volume,door-dash_value,door-dash_volume,zoom_value,zoom_volume,black-rock_value,black-rock_volume,shell_value,shell_volume,general-electric_value,general-electric_volume,phizer_value,phizer_volume,costco_value,costco_volume,boeing_value,boeing_volume,target_value,target_volume,snap_value,snap_volume,pintrest_value,pintrest_volume,warner-bros_value,warner-bros_volume,best-buy_value,best-buy_volume,cloudflare_value,cloudflare_volume,datadog_value,datadog_volume,crowdstrike-holdings_value,crowdstrike-holdings_volume,snowflake_value,snowflake_volume,gitlab_value,gitlab_volume,zscaler_value,zscaler_volume,fastly_value,fastly_volume,okta_value,okta_volume,duolingo_value,duolingo_volume,nike_value,nike_volume,visa_value,visa_volume,mastercard_value,mastercard_volume,paypal_value,paypal_volume,saleforce_value,saleforce_volume,american-express_value,american-express_volume,adobe_value,adobe_volume,caterpiller_value,caterpiller_volume,servicenow_value,servicenow_volume,workday_value,workday_volume,autodesk_value,autodesk_volume,atlassian_value,atlassian_volume,hasbro_value,hasbro_volume,mattel_value,mattel_volume,bp_value,bp_volume,exxon-mobile_value,exxon-mobile_volume,J-and-J_value,J-and-J_volume,chevron_value,chevron_volume,suncor_value,suncor_volume,amgen_value,amgen_volume,biogen_value,biogen_volume,regeneron-pharmaceuticals_value,regeneron-pharmaceuticals_volume,vertex-pharmaceuticals_value,vertex-pharmaceuticals_volume,madrigal-pharmaceuticals_value,madrigal-pharmaceuticals_volume,biomarin-pharmaceuticals_value,biomarin-pharmaceuticals_volume,incyte_value,incyte_volume,exelixis_value,exelixis_volume,new-york-times_value,new-york-times_volume
08.01.1985,0.066964,1818745600,,,0.539063,317616000,3.590278,55638000,,,,,,,0.541667,429403200,,,,,30.264101,71233855,,,,,2.887500,37818000,,,7.215007,346977,2.676318,108857449,6.875000,10308980,,,,,,,,,,,1.836842,89679473,,,,,,,,,3.898750,340083200,15.262515,31887430,1.902475,178400040,,,10.694444,40499100,3.302083,36444000,,,,,,,0.211420,16208100,,,,,,,,,,,,,,,,,,,0.195313,189760000,,,,,,,,,5.310609,90254123,,,4.500000,27832800,,,,,0.687500,15914400,,,4.888889,16479450,4.130133,7190551,11.500000,12237600,6.593750,103317600,2.921875,104529600,9.406250,27516800,0.164063,12894400,0.158854,29040000,,,,,,,,,,,,,,,10.937500,5307600
09.01.1985,0.070313,1797196800,,,0.497396,266428800,3.604167,87634800,,,,,,,0.536458,501700800,,,,,29.606836,96572577,,,,,2.600000,28132000,,,7.215007,362855,2.691525,135034006,6.875000,9931900,,,,,,,,,,,1.723806,89625949,,,,,,,,,3.906250,329811200,14.386797,44897955,1.872826,202669021,,,10.083333,33656850,3.166667,55305600,,,,,,,0.211420,19877400,,,,,,,,,,,,,,,,,,,0.208984,163948800,,,,,,,,,5.342795,111527671,,,4.421875,23442400,,,,,0.604167,13944000,,,4.555556,11674125,3.686400,10996584,11.468750,16256000,6.484375,108110400,2.773438,111371200,9.250000,27094000,0.167969,6571200,0.166667,21076800,,,,,,,,,,,,,,,10.000000,7289200
10.01.1985,0.083147,3785913600,,,0.552083,307401600,3.708333,77227200,,,,,,,0.531250,781305600,,,,,31.040871,110449233,,,,,2.737500,59966000,,,8.152021,703698,2.828382,235764917,8.352273,22215160,,,,,,,,,,,1.890792,95761582,,,,,,,,,3.985000,280659200,14.418073,51235954,1.808586,273793788,,,10.194444,45713700,3.281250,62632800,,,,,,,0.246914,25725600,,,,,,,,,,,,,,,,,,,0.210938,338828800,,,,,,,,,5.857763,120468031,,,4.437500,33305600,,,,,0.614583,12316800,,,5.074074,12439575,4.061867,9996459,12.937500,41796400,6.875000,135417600,2.937500,128929600,9.781250,45441200,0.179688,8553600,0.218750,50208000,,,,,,,,,,,,,,,10.843750,7574800
11.01.1985,0.089844,2884672000,,,0.617188,310281600,4.152778,96807600,,,,,,,0.593750,759033600,,,,,33.401051,113903961,,,,,2.875000,39196000,,,8.526827,857511,3.284573,338836955,8.636364,9861940,,,,,,,,,,,2.034656,85441460,,,,,,,,,4.000000,413286400,16.419714,54722690,2.110017,249798000,,,10.916667,45245700,3.739583,72780000,,,,,,,0.299383,28017900,,,,,,,,,,,,,,,,,,,0.207031,165196800,,,,,,,,,6.292267,192345092,,,4.984375,58203200,,,,,0.885417,33772800,,,5.277778,12231675,3.208533,22909425,13.093750,19264800,6.671875,105299200,3.117188,224345600,9.562500,33958400,0.132813,9096000,0.231771,23419200,,,,,,,,,,,,,,,12.031250,6082400
12.01.1985,0.098214,3571209600,,,0.664063,411801600,4.493056,86067000,,,,,,,0.609375,613545600,,,,,37.165394,119713863,,,,,2.962500,33076000,,,9.089035,2016245,3.527874,196633249,9.261364,11533940,,,,,,,,,,,2.319816,145240749,,,,,,,,,3.937500,413548800,18.202427,72248707,2.001305,310053070,,,11.611111,49051350,3.822917,49105200,,,,,,,0.358025,32643000,,,,,,,,,,,,,,,,,,,0.220703,190195200,,,,,,,,,6.823328,159491802,,,5.250000,57267200,,,,,1.031250,15098400,,,5.148148,11140875,3.345067,12356323,12.468750,27924400,6.890625,224056800,3.289063,171881600,9.531250,49051200,0.156250,14886400,0.281250,87945600,,,,,,,,,,,,,,,12.250000,5518400
01.01.1986,0.103237,6291801600,,,0.669271,366590400,4.437500,117577800,,,,,,,0.588542,922041600,,,,,36.209370,133437802,,,,,2.987500,53140000,,,9.651243,1067222,3.809192,225655655,9.147727,8480560,,,,,,,,,,,2.430284,201570804,,,,,,,,,3.891250,470182400,17.733292,51054899,1.912358,410769097,,,10.722222,77333850,3.791667,62053200,,,,,,,0.342593,29880900,,,,,,,,,,,,,,,,,,,0.263672,624236800,,,,,,,,,7.241740,134978440,,,5.718750,54699200,,,,,1.020833,12753600,,,5.481481,17354925,3.140267,21936035,11.937500,21452800,6.468750,193724800,3.359375,132534400,9.125000,47872400,0.253906,20681600,0.294271,59481600,,,,,,,,,,,,,,,12.437500,6332000
02.01.1986,0.111607,3420860800,,,0.708333,509721600,4.965278,78361200,,,,,,,0.578125,1237065600,,,,,36.059990,132321510,,,,,2.825000,53046000,,,9.744945,2695664,4.364224,240343594,8.693182,16868280,,,,,,,,,,,2.861878,154758036,,,,,,,,,4.218750,488051200,19.390902,49951807,2.189081,299755071,,,11.861111,66937050,3.729167,127422000,,,,,,,0.433642,28536300,,,,,,,,,,,,,,,,,,,0.255859,334777600,,,,,,,,,8.464789,124835676,,,6.343750,71880000,,,,,1.208333,28860000,,,6.259259,17743725,2.935467,16656373,12.250000,26908400,6.531250,195362400,3.109375,576472000,9.187500,53285200,0.234375,13420800,0.312500,51729600,,,,,,,,,,,,,,,15.750000,8077200
03.01.1986,0.126116,4264332800,,,0.820313,483192000,5.354167,96417000,,,,,,,0.541667,837345600,,,,,36.209370,168976697,,,,,3.062500,41782000,,,10.869362,5773394,4.980081,240320576,9.715909,13127620,,,,,,,,,,,3.082813,144641055,,,,,,,,,4.500000,419494400,19.641106,61438381,2.376858,296266752,,,12.666667,45196650,4.312500,91407600,,,,,,,0.484568,18638100,,,,,,,,,,,,,,,,,,,0.283203,564608000,,,,,,,,,8.851015,122208719,,,6.578125,62248000,,,,,1.052083,18468000,,,7.092593,14323500,3.788800,30926514,11.062500,27288400,6.968750,170290400,3.585938,274787200,9.125000,56903200,0.316406,31851200,0.385417,202224000,,,,,,,,,,,,,,,15.593750,4283200
04.01.1986,0.135045,4462684800,0.111979,547142400,0.843750,339408000,5.527778,106223400,,,,,,,0.593750,932731200,,,,,37.344646,150130288,,,,,3.762500,50820000,,,14.711119,8577515,4.599922,295466928,10.340909,16334560,,,,,,,,,,,3.689099,284381144,,,,,,,,,4.726250,522118400,19.547279,65331583,2.342268,206068804,,,12.500000,41036850,4.250000,83163600,,,,,,,0.543210,29439450,,,,,,,,,,,,,,,,,,,0.251953,391225600,,,,,,,,,7.740615,166327951,,,6.625000,62166400,,,,,1.239583,20112000,,,7.259259,13221900,3.447467,12381959,10.875000,25083200,7.078125,143535200,4.117188,318836800,9.625000,59026800,0.296875,15886400,0.427083,205492800,,,,,,,,,,,,,,,15.968750,6261200
05.01.1986,0.165179,4954051200,0.121528,333446400,0.997396,490776000,5.701389,88990200,,,,,,,0.567708,575894400,,,,,36.418499,138761523,,,,,3.431250,15970000,,,13.211896,2521974,4.896446,177192366,9.431818,4750680,,,,,,,,,,,3.863792,109196960,,,,,,,,,4.663750,457772800,19.953861,58802943,2.485571,187339645,,,12.944444,37761750,4.750000,64629600,,,,,,,0.648148,57457350,,,,,,,,,,,,,,,,,,,0.273438,224198400,,,,,,,,,8.046378,139847868,,,6.781250,53789600,,,,,1.364583,24856800,,,7.333333,12550950,4.027733,13408813,11.468750,24123600,7.484375,140169600,4.273438,161201600,10.000000,60937200,0.273438,9302400,0.536458,206016000,,,,,,,,,,,,,,,18.593750,5040000
06.01.1986,0.160156,4063360000,0.106771,293788800,1.080729,419160000,6.093750,102577800,,,,,,,0.479167,665659200,,,,,35.014339,98637382,,,,,3.587500,13854000,,,14.055209,3192856,5.029502,136914249,9.147727,10290500,,,,,,,,,,,4.500906,129454029,,,,,,,,,5.031250,374739200,20.266619,60437203,2.826534,242687293,,,14.000000,41702400,4.645833,60448800,,,,,,,0.783951,68262750,,,,,,,,,,,,,,,,,,,0.304688,476416000,,,,,,,,,8.046378,126207414,,,6.218750,41998400,,,,,1.677083,18103200,,,8.592593,19580400,3.788800,13205565,11.281250,16232400,7.609375,108103200,4.539063,143424000,9.593750,36906000,0.246094,12872000,0.515625,86577600,,,,,,,,,,,,,,,20.343750,5236000
07.01.1986,0.139509,5691638400,0.098958,460800000,0.968750,557040000,5.333333,127272000,,,,,,,0.380208,876595200,,,,,31.668261,157453125,,,,,3.212500,26826000,,,12.274882,1560009,4.881240,199508693,8.295455,16763120,,,,,,,,,,,3.976828,135503296,,,,,,,,,4.867500,488480000,18.264977,66064584,2.638757,251874802,,,13.138889,41862600,3.791667,89031600,,,,,,,0.648148,73961100,,,,,,,,,,,,,,,,,,,0.218750,444038400,,,,,,,,,7.724523,120682410,,,5.578125,83871200,,,,,1.125000,26407200,,,8.148148,22098825,3.072000,19479492,10.437500,20764400,7.593750,116440800,4.257813,174428800,9.031250,51327600,0.175781,12835200,0.466146,157051200,,,,,,,,,,,,,,,18.687500,8354400
08.01.1986,0.165179,3643516800,0.098958,266256000,0.979167,376809600,5.239583,110055600,,,,,,,0.479167,605889600,,,,,33.162045,119665329,,,,,3.875000,19904000,,,15.460730,3430710,5.451478,183982287,9.545455,9185440,,,,,,,,,,,3.750755,113310897,,,,,,,,,5.617500,574086400,19.672380,49646857,2.688172,160414586,9.125000,26423200,13.527778,38576250,3.864583,80290800,,,,,,,0.580247,32310900,,,,,,,,,,,,,,,,,,,0.228516,294291200,,,,,,,,,8.480882,98393655,,,6.234375,44971200,,,,,1.427083,26563200,,,8.111111,7727064,2.867200,9785160,12.156250,36505200,8.609375,176232000,4.617188,144096000,11.062500,72356400,0.191406,6828800,0.450521,67761600,,,,,,,,,,,,,,,19.343750,4765200
09.01.1986,0.149554,3578198400,0.098090,285120000,0.875000,510225600,4.718750,164512800,,,,,,,0.406250,675590400,,,,,32.146271,169585888,,,,,4.043750,35354000,,,19.958397,4796754,4.835621,213080869,8.920455,7626740,,,,,,,,,,,3.247229,181265079,,,,,,,,,5.562500,551372800,17.983496,74873351,2.292853,297005397,8.562500,24114800,11.861111,41111100,3.583333,70106400,,,,,,,0.537037,56266650,,,,,,,,,,,,,,,,,,,0.166016,343833600,,,,,,,,,7.241740,138771299,0.269531,22393600,4.734375,89584000,,,,,1.343750,27091200,,,7.962963,9691319,3.242667,16267457,11.968750,34144800,8.406250,188786400,4.000000,194441600,11.000000,65393200,0.199219,8252800,0.364583,213163200,,,,,,,,,,,,,,,17.437500,6842000
10.01.1986,0.154576,2984038400,0.134549,1565712000,0.934896,287668800,5.250000,116494800,,,,,,,0.421875,710644800,,,,,29.547085,178273546,,,,,4.068750,34950000,,,17.522160,2096687,5.234788,184935836,10.000000,13188560,,,,,,,,,,,3.606891,114981046,,,,,,,,,5.523750,498585600,19.078144,61160607,2.362034,230775408,9.000000,11801200,11.750000,50408550,3.968750,79418400,,,,,,,0.654321,39787200,,,,,,,,,,,,,,,,,,,0.228516,535174400,,,,,,,,,7.547502,100885459,0.365234,26118400,4.984375,68347200,,,,,1.536458,22766400,,,6.629630,24655730,3.003733,5580323,12.281250,26280000,8.500000,128466400,4.359375,123788800,11.156250,57108000,0.164063,5313600,0.471354,100358400,,,,,,,,,,,,,,,18.437500,5238000
11.01.1986,0.178571,5206163200,0.172743,1053964800,0.992188,316262400,5.281250,82435200,,,,,,,0.479167,445099200,,,,,30.383604,115321082,,,,,3.850000,14728000,,,18.084370,938354,5.337431,130310651,10.000000,4341040,,,,,,,,,,,3.545234,82758034,,,,,,,,,5.805000,429478400,20.767029,65221675,2.411448,171582770,9.000000,9452000,11.333333,60388650,3.708333,77125200,,,,,,,0.641975,15908400,,,,,,,,,,,,,,,,,,,0.218750,574054400,,,,,,,,,7.402667,93291204,0.382813,18368000,4.953125,54120000,,,,,1.656250,21295200,,,7.000000,11001491,2.798933,9094115,12.437500,21128400,8.656250,144118400,4.281250,130014400,11.843750,53116000,0.187500,9638400,0.497396,137640000,,,,,,,,,,,,,,,18.250000,3981400
12.01.1986,0.180804,4762576000,0.167535,721526400,0.968750,407486400,5.072917,90169200,,,,,,,0.437500,667641600,,,,,28.680689,140259814,,,,,4.287500,19360000,,,19.958397,1697281,5.132145,187495075,9.318182,5012040,,,,,,,,,,,3.545234,129773948,,,,,,,,,5.968750,498630400,21.517645,93260663,2.411448,219556631,8.187500,12063200,11.361111,55456650,3.541667,71577600,,,,,,,0.586420,42512850,,,,,,,,,,,,,,,,,,,0.183594,345299200,,,,,,,,,7.290018,196576034,0.398438,46156800,5.015625,43416000,,,,,1.598958,18213600,,,5.777778,14254316,2.252800,16673584,12.343750,29534800,8.765625,222530400,4.101563,170254400,11.343750,64510800,0.148438,11176000,0.458333,137491200,,,,,,,,,,,,,,,17.750000,7390400
01.01.1987,0.247768,8268915200,0.253906,1961596800,1.010417,540172800,5.812500,141369600,,,,,,,0.651042,1794556800,,,,,30.771990,209974040,,,,,4.425000,25788000,,,18.084370,1454088,6.785836,267021037,9.090909,5731220,,,,,,,,,,,4.644771,224438315,,,,,,,,,6.523750,544121600,25.083069,114133534,2.678289,311831382,9.718750,20516400,11.166667,110005200,3.437500,126549600,,,,,,,0.666667,69809850,,,,,,,,,,,,,,,,,,,0.193359,344736000,,,,,,,,,8.754459,209515084,0.531250,62105600,5.437500,63160800,,,,,2.083333,46245600,,,6.592593,13657283,3.310933,27993529,13.937500,37504400,10.343750,187705600,4.726563,249284800,13.250000,87399600,0.136719,23636800,0.544271,234868800,,,,,,,,,,,,,,,20.187500,8338000
02.01.1987,0.312500,6616176000,0.266493,1834272000,1.140625,354408000,6.354167,118674000,,,,,,,0.791667,1742361600,,,,,33.341301,151586320,,,,,4.400000,10996000,,,17.147354,1013726,6.968312,198608850,9.772727,4957040,,,,,,,,,,,4.881120,117563505,,,,,,,,,6.453750,549843200,25.864960,85481445,2.880890,267462197,11.062500,15010000,12.055556,67590450,3.531250,145753200,,,,,,,0.824074,69911100,,,,,,,,,,,,,,,,,,,0.234375,285523200,,,,,,,,,9.526911,148429371,0.710938,71571200,5.734375,54317600,,,,,2.848958,40303200,,,7.629630,13531729,3.208533,30202149,13.843750,29124400,9.796875,168090400,5.390625,193604800,12.375000,67320000,0.132813,27025600,0.781250,235468800,,,,,,,,,,,,,,,22.875000,6771600
03.01.1987,0.287946,5959318400,0.335938,1783324800,1.197917,461544000,6.604167,132388800,,,,,,,0.817708,1420507200,,,,,35.880737,164414882,,,,,4.437500,24906000,,,16.116638,1159800,7.698217,214873981,8.750000,3373480,,,,,,,,,,,5.127745,118211860,,,,,,,,,7.367500,723872000,26.240267,84091787,2.861124,297463253,12.000000,20943600,11.527778,63295200,3.791667,119191200,,,,,,,0.611111,81024300,,,,,,,,,,,,,,,,,,,0.283203,936435200,,,,,,,,,9.575189,230633284,1.078125,176380800,6.031250,63999200,,,,,3.843750,31210400,,,7.000000,11662655,3.003733,12415283,17.562500,70156000,10.718750,175820000,5.531250,208251200,14.031250,72378400,0.132813,24350400,0.802083,321792000,,,,,,,,,,,,,,,21.875000,7219400
04.01.1987,0.353795,6813161600,0.361111,2118585600,1.179688,470880000,6.666667,143138400,,,,,,,0.979167,1599945600,,,,,38.270794,235555016,,,,,4.450000,17428000,,,17.803265,873120,8.302670,296116327,9.090909,5619900,,,,,,,,,,,5.281885,126399592,,,,,,,,,7.476250,589036800,25.896235,103213694,2.787002,270897394,10.625000,14492800,9.888889,69298200,3.572917,95454000,,,,,,,0.453704,81353700,,,,,,,,,,,,,,,,,,,0.261719,375033600,,,,,,,,,8.770552,205430172,1.515625,114217600,6.015625,62464000,,,,,3.437500,36804000,,,6.851852,7918093,2.798933,9937866,18.468750,132518800,10.828125,201853600,5.445313,224408000,14.500000,75667200,0.167969,32921600,0.825521,247828800,,,,,,,,,,,,,,,20.312500,8536000
05.01.1987,0.352679,3838956800,0.400174,2192054400,1.218750,406459200,6.562500,127340400,,,,,,,0.914063,906225600,,,,,38.240917,158025496,,,,,4.912500,13494000,,,18.833981,586838,8.291265,255699016,10.000000,3272720,,,,,,,,,,,5.261333,83053626,,,,,,,,,7.836250,512057600,26.021338,78418444,2.574518,225658031,10.812500,13502400,10.055556,60776550,3.906250,101619600,,,,,,,0.444444,44901000,,,,,,,,,,,,,,,,,,,0.263672,327321600,,,,,,,,,8.690088,115724049,1.500000,58790400,6.484375,84152000,,,,,3.187500,18588800,,,6.740741,9493879,3.072000,10439574,18.468750,93438400,10.875000,163461600,5.375000,148656000,14.593750,51351200,0.156250,21516800,0.843750,150417600,,,,,,,,,,,,,,,20.812500,6201400
06.01.1987,0.361607,3497536000,0.354167,1729353600,1.408854,521390400,6.625000,108199200,,,,,,,0.916667,1201339200,,,,,38.838432,144640880,,,,,5.637500,20742000,,,19.677292,954096,9.032575,196364173,13.011364,8019220,,,,,,,,,,,5.939552,104766751,,,,,,,,,8.250000,488576000,27.209812,68259383,2.846300,223925251,11.218750,14135600,10.416667,43246800,4.218750,483165600,,,,,,,0.532407,35275500,,,,,,,,,,,,,,,,,,,0.263672,340192000,,,,,,,,,8.818830,101705313,1.085938,169865600,6.687500,45974400,,,,,3.156250,58417600,,,7.370370,14497656,2.798933,9529176,18.750000,9837200,11.656250,146688800,5.742188,133956800,15.500000,51657200,0.128906,18862400,0.794271,164232000,,,,,,,,,,,,,,,23.500000,6668800
07.01.1987,0.368304,3070256000,0.326389,1813536000,1.552083,517056000,6.937500,103898400,,,,,,,0.994792,1034208000,,,,,38.479923,135813059,,,,,5.787500,14556000,,,20.614305,609382,9.272075,209820171,14.715909,6470640,,,,,,,,,,,5.929276,81647443,,,,,,,,,8.656250,374348800,29.649311,59537738,2.920422,192285012,11.937500,17192000,11.777778,81377100,4.260417,201942000,,,,,,,0.587963,34913700,,,,,,,,,,,,,,,,,,,0.333984,529984000,,,,,,,,,9.494726,124323025,1.031250,78195200,8.109375,96547200,,,,,3.031250,42956800,,,6.703704,14609366,3.310933,24900878,18.562500,30680400,11.765625,149542400,5.953125,159984000,15.125000,50024000,0.105469,25648000,0.617188,475660800,,,,,,,,,,,,,,,23.812500,4034800
08.01.1987,0.482143,3119300800,0.412326,2034921600,1.687500,532730400,7.281250,106493600,,,,,,,1.098958,1222416000,,,,,40.242592,197781864,,,,,5.568750,7804000,,,20.333202,752390,9.853718,228116250,15.056818,7075200,,,,,,,,,,,6.576667,102560163,,,,,,,,,8.406250,461536000,31.275646,75959661,2.796885,228463352,12.500000,13851200,11.722222,77552550,4.500000,147589200,,,,,,,0.750000,22472100,,,,,,,,,,,,,,,,,,,0.335938,294572800,,,,,,,,,9.559097,119454373,1.007813,80700800,7.734375,77768000,,,,,3.562500,46640800,,,7.037037,10204317,3.481600,10907961,18.781250,30203600,12.453125,189709600,6.234375,175347200,14.625000,73232000,0.093750,27348800,0.666667,145022400,,,,,,,,,,,,,,,21.625000,8319800
09.01.1987,0.504464,3075486400,0.460069,1554912000,1.578125,506642400,6.750000,91305600,,,,,,,1.203125,1329249600,,,,,36.030113,205911376,,,,,5.900000,7766000,,,22.488335,687823,8.941337,243208625,17.215908,3964840,,,,,,,,,,,6.371146,120205576,,,,,,,,,8.078750,508960000,30.775236,81710940,2.737587,224717016,11.562500,14910000,11.305556,33855750,5.000000,293317200,,,,,,,0.652778,14434200,,,,,,,,,,,,,,,,,,,0.373047,484953600,,,,,,,,,9.237241,105458169,1.203125,68310400,9.187500,97336000,,,,,3.437500,20477600,,,6.185185,10678843,3.891200,32037967,18.406250,18224000,12.156250,155925600,5.968750,219763200,13.468750,73119200,0.160156,76731200,0.679688,137836800,,,,,,,,,,,,,,,20.500000,8007000
10.01.1987,0.344866,6575699200,0.345486,3567225600,1.151042,877641600,5.687500,208041600,,,,,,,0.812500,2649120000,,,,,29.278202,281521695,,,,,4.625000,22254000,,,19.770994,1461691,6.888479,543465765,13.238636,5806020,,,,,,,,,,,4.542010,248420071,,,,,,,,,6.906250,657088000,23.706940,136332316,2.080368,452307657,7.750000,36328800,8.583333,73098000,2.614583,529326000,,,,,,,0.375000,32883300,,,,,,,,,,,,,,,,,,,0.261719,583648000,,,,,,,,,6.211804,198101953,0.703125,128131200,6.218750,132986400,,,,,2.375000,52285600,,,3.518519,21999269,2.355200,26608521,13.375000,76313600,10.656250,222472400,5.000000,344299200,11.093750,79801200,0.089844,41254400,0.554688,261254400,,,,,,,,,,,,,,,15.000000,15976200
11.01.1987,0.294643,4234238400,0.310764,1550188800,1.000000,486410400,5.156250,80318400,,,,,,,0.671875,1339526400,,,,,26.469885,145437511,,,,,4.556250,16160000,,,19.583591,1236241,6.489312,200992722,15.795455,5083320,,,,,,,,,,,4.305661,130095084,,,,,,,,,6.531250,460940800,21.204887,75442087,1.823411,232070563,6.750000,18430800,7.638889,47130750,2.260417,124059600,,,,,,,0.259259,14272200,,,,,,,,,,,,,,,,,,,0.244141,276192000,,,,,,,,,5.761206,104061966,0.757813,66668800,7.093750,95615200,,,,,2.187500,35265600,,,3.518519,9009907,2.048000,11379640,13.343750,13914800,9.187500,116646000,4.562500,143969600,9.125000,47508800,0.089844,11035200,0.442708,153249600,,,,,,,,,,,,,,,13.000000,11906600
12.01.1987,0.375000,4702264000,0.376736,1780200000,1.083333,619459200,5.500000,86950400,,,,,,,0.828125,1350620800,,,,,27.605164,151557870,,,,,5.125000,13148000,,,21.457619,521472,6.877074,177130987,17.159092,3280200,,,,,,,,,,,4.870844,160944754,,,,,,,,,6.992500,523987200,22.080606,84659322,1.843177,377479562,8.187500,22402800,8.222222,48668850,2.302083,103401600,,,,,,,0.305556,26983800,,,,,,,,,,,,,,,,,,,0.304688,235865600,,,,,,,,,5.889948,116348161,0.921875,59043200,7.750000,76766400,,,,,2.593750,31163200,,,3.925926,12087905,1.877333,12248293,13.968750,13769200,9.531250,131424000,4.679688,153884800,9.906250,66450400,0.062500,26302400,0.645833,147033600,,,,,,,,,,,,,,,15.500000,9100000
01.01.1988,0.370536,6221600000,0.387153,1966795200,1.140625,358528800,5.656250,71470400,,,,,,,0.796875,1298822400,,,,,26.858271,168808918,,,,,5.293750,10586000,,,21.926126,459439,7.755241,176111676,16.761364,2553540,,,,,,,,,,,4.778359,123758745,,,,,,,,,7.132500,345606400,22.581017,62822845,2.159432,327259411,8.906250,13741200,10.166667,48211650,2.906250,104470800,,,,,,,0.254630,15163200,,,,,,,,,,,,,,,,,,,0.277344,300352000,,,,,,,,,6.758957,101994653,0.828125,97209600,7.281250,85647200,,,,,2.343750,26293600,,,3.851852,7155681,1.979733,11182616,14.031250,10834000,10.500000,128872400,4.898438,242632000,11.218750,41827200,0.070313,19841600,0.677083,200644800,,,,,,,,,,,,,,,14.875000,9727000
02.01.1988,0.383929,3368467200,0.412326,1403899200,1.223958,335064000,5.937500,81680000,,,,,,,0.882813,1054080000,,,,,28.083174,146373059,,,,,5.887500,6048000,,,25.767883,533611,8.234241,136116885,17.500000,2724920,,,,,,,,,,,5.045536,112723367,,,,,,,,,7.101250,347801600,22.768669,63629383,2.149549,177656338,10.000000,19825200,10.555556,49238100,3.229167,77947200,,,,,,,0.273148,9811800,,,,,,,,,,,,,,,,,,,0.332031,347065600,,,,,,,,,6.694586,68463263,0.906250,81411200,8.125000,56643200,,,,,2.843750,28485600,,,3.851852,6652132,1.877333,7710204,13.281250,12671200,10.656250,112541200,5.203125,147928000,11.062500,48416800,0.078125,11691200,0.692708,169080000,,,,,,,,,,,,,,,15.875000,7151800
03.01.1988,0.357143,4882102400,0.392361,2113675200,1.171875,378700800,5.437500,88900800,,,,,,,0.917969,1543497600,,,,,25.722992,145776836,,,,,6.800000,11978000,,,28.391521,762393,7.823670,138204279,18.977274,6028000,,,,,,,,,,,4.860568,99476534,,,,,,,,,7.437500,361875200,20.204067,72444749,2.179198,262595249,9.375000,17984400,10.333333,48967650,3.156250,73755600,,,,,,,0.347222,21651300,,,,,,,,,,,,,,,,,,,0.347656,1000524800,,,,,,,,,6.276175,101861053,0.968750,90256000,7.796875,58980000,,,,,2.906250,41852800,,,4.259259,9787844,1.911467,9546752,14.812500,16995600,10.500000,134066000,4.960938,156260800,11.625000,44484800,0.109375,18265600,0.671875,142958400,,,,,,,,,,,,,,,14.812500,9402000
04.01.1988,0.366071,3297929600,0.378472,1155096000,1.156250,262104000,5.390625,80951200,,,,,,,0.968750,951699200,,,,,27.097275,134590073,,,,,7.256250,14796000,,,29.047432,264137,8.622003,150280918,20.113636,4768940,,,,,,,,,,,4.726979,140134215,,,,,,,,,7.648750,341683200,20.204067,68687230,2.174257,273275218,9.500000,12283600,10.666667,30288150,2.968750,63890400,,,,,,,0.319444,6836400,,,,,,,,,,,,,,,,,,,0.392578,409478400,,,,,,,,,6.179618,87602698,1.093750,58073600,7.843750,51712000,,,,,3.531250,43360000,,,4.222222,6455705,1.945600,11192505,15.437500,14206400,11.218750,136432000,4.734375,148171200,12.031250,54671200,0.117188,18251200,0.609375,174830400,,,,,,,,,,,,,,,14.375000,6674000
05.01.1988,0.370536,2638507200,0.402778,1033012800,1.177083,272908800,5.500000,52496000,,,,,,,0.960938,737900800,,,,,26.888145,88020065,,,,,6.900000,14980000,,,27.173405,426088,8.781670,112758777,18.750000,4053280,,,,,,,,,,,4.768083,68808108,,,,,,,,,7.211250,283206400,21.017235,53589220,2.060602,206918753,9.062500,11776800,12.222222,68581800,2.885417,59500800,,,,,,,0.259259,11861100,,,,,,,,,,,,,,,,,,,0.378906,290284800,,,,,,,,,6.501473,68677642,1.101563,65619200,7.750000,48728000,,,,,3.531250,29140000,,,4.444444,4958556,2.286933,10744260,14.656250,9502800,11.250000,89578000,4.859375,147083200,12.312500,38098400,0.085938,11161600,0.588542,137649600,,,,,,,,,,,,,,,13.250000,6332400
